,,Notes,Status,Token_Id,Name,Description,Image,Season,Batch,Episode,Rarity,Genus,Faction,Status,Allegiance,Hair,Eyes,Mouth,Beard,Neck,HeadPiece,Glasses,Facial Accessory,Clothing,Equipment 1,Equipment 2,Weapon 1,Weapon 2,Skill 1,Skill 2,Background,
,,,,406,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,Black Eye-Patch,Pipe,Pink Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,407,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Red Mohawk,,,,Nugz,None,White & Pink Sunglasses,Blue Bandana,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,408,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,,,,Nugz,None,White & Pink Sunglasses,Teal Breather,None,None,None,None,None,Unknown,Unknown,Yellow/Pink,
,,,,409,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Green Mohawk,,,,Nugz,None,3D Glasses,Teal Breather,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,410,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,,Regular,None,Nugz,None,None,Green Vape,None,None,None,None,None,Unknown,Unknown,Yellow/Pink,
,,,,411,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Green Mohawk,,,,Nugz,None,Teal Lazer Goggles,Teal Breather,None,None,None,None,None,Unknown,Unknown,Yellow/Pink,
,,,,412,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Beer-Cap,,Teal Full Face Breather,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,413,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Beer-Cap,Black & Blue Sunglasses,Pink Vape,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,414,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Red Backwards Cap,TV HeadSet,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,415,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Blue Backwards Cap,3D Glasses,Teal Gas Mask,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,416,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,Retro Glasses,Teal Gas Mask,Purple Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,417,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Black Bowl-Cut,,,,Nugz,None,Cyber Headset,Blue Bandana,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,418,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Blue N Cap,Cyber Headset,Green Vape,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,419,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,Black & Blue Sunglasses,Pink Vape,White Hoodie,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,420,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,White & Green Sunglasses,Pink Gas Mask,Purple Hoodie,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,421,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,White & Blue Sunglasses,Pink Gas Mask,Light Blue Hoodie,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,422,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,Teal Lazer Goggles,Pink Gas Mask,Purple Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,423,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,,Regular,None,Nugz,Black Hitai-ate,White & Pink Sunglasses,Green Vape,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,424,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Short Purple Hair,,,None,Nugz,None,Black Eye-Patch,Teal Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,425,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Short Blond Hair,,,,Nugz,None,3D Glasses,Blue Bandana,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,426,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,3D Glasses,Red Bandana,Green Hoodie,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,427,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,,,,Nugz,Black Hitai-ate,Retro Glasses,Teal Breather,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,428,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Pink Mohawk,,,,Nugz,None,Cyber Headset,Pink Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,429,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,White & Pink Sunglasses,Pink Breather,Light Blue Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,430,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Short Blue Hair,,Regular,None,Nugz,None,Black & Blue Sunglasses,Pink Vape,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,431,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Balding,,,,Nugz,None,Black Eye-Patch,Teal Breather,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,432,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Blond Saiyan Hair,,,,Nugz,None,,Teal Full Face Breather,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,433,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Green Mohawk,,,,Nugz,None,White & Blue Sunglasses,Teal Breather,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,434,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,FAT VR Goggles,Cigg,White Hoodie,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,435,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Black Beanie,FAT VR Goggles,Cigg,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,436,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,,,,Nugz,None,,Teal Breather,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,437,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Black Backwards Cap,FAT VR Goggles,None,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,438,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Black Backwards Cap,None,Cigg,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,439,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Blond Saiyan Hair,,Regular,None,Nugz,None,None,Green Vape,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,440,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Short Blond Hair,,Regular,None,Nugz,None,Black Eye-Patch,Green Vape,None,None,None,None,None,Unknown,Unknown,Turquoise/Pink,
,,,,441,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,Black Eye-Patch,Teal Gas Mask,Light Blue Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,442,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Red Backwards Cap,None,Teal Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,443,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,FAT VR Goggles,Cigg,Black Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,444,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Pink Saiyan Hair,,,,Nugz,None,White & Green Sunglasses,Pink Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,445,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Cyberpunk Helmet,None,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,446,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,Black & Blue Sunglasses,Cigg,Pink Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,447,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Black Beanie,None,Green Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,448,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Red Football Helmet,None,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,449,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Beer-Cap,None,Green Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,450,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,White & Blue Sunglasses,Pink Vape,Green Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,451,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Pink Mohawk,,Regular,None,Nugz,,White & Green Sunglasses,Green Vape,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,452,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Blue Football Helmet,None,Green Vape,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,453,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,White & Green Sunglasses,None,Pink Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,454,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Green Football Helmet,None,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,455,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Black Backwards Cap,None,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,456,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Black Beanie,White & Green Sunglasses,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,457,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Pink Mohawk,,Regular,None,Nugz,None,White & Blue Sunglasses,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,458,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,None,,Regular,None,Nugz,None,None,None,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,459,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,,None,None,White Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,460,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,Short Blue Hair,,,,Nugz,None,White & Blue Sunglasses,Teal Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,461,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Green Beanie,Black & Green Sunglasses,Pink Breather,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,462,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,,Black & Blue Sunglasses,Pink Breather,Black Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,463,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,Regular,None,Nugz,Black Backwards Cap,White & Green Sunglasses,Cigg,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,464,,,,Genesis,2,None,Standard,Nugz,Citizen,Pleb,Ally,,,,,Nugz,Purple Beanie,Black Eye-Patch,Pink Gas Mask,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,465,Cool Mix 3,,,Genesis,2,None,Rare,Nugz,,,Ally,,,Regular,None,Nugz,,White & Green Sunglasses,Pink Vape,White Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,466,Cool Mix 4,,,Genesis,2,None,Rare,Nugz,,,Ally,,,Regular,None,Nugz,Purple Beanie,White & Green Sunglasses,None,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,467,Apocalyptic Nugget 1,,,Genesis,2,None,Rare,Nugz,,,Ally,,,Regular,None,Nugz,,White & Green Sunglasses,None,Light Blue Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,468,Apocalyptic Nugget 2,,,Genesis,2,None,Rare,Nugz,,,Ally,None,,Regular,None,Nugz,None,Black Eye-Patch,Pink Vape,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,469,Terminator 0,,,Genesis,2,None,Legendary,MechaNugz,Government,Commander,Ally,,,,,Nugz,Beer-Cap,,Pink Full Face Breather,None,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,470,Green Lazer Dude,,,Genesis,2,None,Epic,Nugz,Creators,Lonewolf,Ally,,,Regular,None,Nugz,,None,Pink Vape,Pink Hoodie,None,None,None,None,Unknown,Unknown,Blue/Turquoise,
,,,,471,Boba Fett,,,Genesis,2,None,Epic,Nugz,Bounty Hunter,Ancient,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,472,Cool Mix 1,,,Genesis,2,None,Rare,Nugz,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,473,Cool Mix 2,,,Genesis,2,None,Rare,Nugz,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,474,Biker,,,Genesis,2,None,Rare,Nugz,Ruffian,FreeGuy,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,475,Cyberpunk Helmet,,,Genesis,2,None,Epic,Nugz,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,476,Deadpool,,,Genesis,2,None,Legendary,Nugz,Degen,Hero,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,477,Full Face Breather,,,Genesis,2,None,Rare,Nugz,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,478,General,,,Genesis,2,None,Rare,Nugz,Military,General,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,479,Crypto Gorilla,,,Genesis,2,None,Epic,Ape,Nugluminati,Divinity,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,480,Green Beret,,,Genesis,2,None,Rare,Nugz,Military,Commander,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,481,Gunner 1,,,Genesis,2,None,Rare,Nugz,Military,Soldier,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,482,Gunner 2,,,Genesis,2,None,Rare,Nugz,Military,Soldier,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,483,Kratos,,,Genesis,2,None,Epic,Nugz,Warrior,God,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,484,Medic 1,,,Genesis,2,None,Rare,Nugz,Military,Medic,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,485,Medic 2,,,Genesis,2,None,Rare,Nugz,Military,Medic,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,486,NGMI,,,Genesis,2,None,Rare,Nugz,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,487,Nugzgul,,,Genesis,2,None,Epic,Nugzgul,Nugzgul ,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,488,Pilot,,,Genesis,2,None,Epic,Nugz,Military,Pilot,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,489,Pastor,,,Genesis,2,None,Rare,Nugz,Religious,Pastor,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,490,Red Beret,,,Genesis,2,None,Epic,Nugz,Military,Pleb,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,491,Specialist 1,,,Genesis,2,None,Epic,Nugz,Military,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,492,Specialist 2,,,Genesis,2,None,Epic,Nugz,Military,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,493,Spiderman,,,Genesis,2,None,Legendary,Nugz,Shield,Hero,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,494,Ultra Terminator,,,Genesis,2,None,Legendary,MechaNugz,,,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,495,Terminator 1,,,Genesis,2,None,Epic,MechaNugz,Government,Commander,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,496,Terminator 2,,,Genesis,2,None,Epic,MechaNugz,Government,Commander,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,497,Terminator 3,,,Genesis,2,None,Epic,MechaNugz,Government,Commander,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,498,Terminator 4,,,Genesis,2,None,Epic,MechaNugz,Government,Commander,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,,499,Tobi,,,Genesis,2,None,Legendary,Nugz,Uchiha,Lonewolf,Ally,Short Black Hair,Sharingan,Regular,None,Nugz,None,None,Tobi Mask,Nugatsuki Robe,None,None,None,Kunai,Kamui,Izanugi,,
,,,,500,Venom,,,Genesis,2,None,Legendary,Nugz,,Lonewolf,Ally,,,,,Nugz,,,,,None,None,None,None,Unknown,Unknown,,
,,,Finished,501,Legendary Zombie,,,Genesis,3,3.1,Legendary,BlueWalker,Creepz,King,Unknown,Brains,Legendary,Skull,None,Skull,None,None,Skull,Black Hoodie,None,None,Bloody GreatSword,None,Unknown,Unknown,Apocalypse,
,,,Finished,502,Nug Armstrong,,,Genesis,3,3.1,Epic,Nugz,Actor,Pleb,Unknown,Short Black Hair,Black,Open,None,Nugz,SpaceSuit,None,SpaceSuit,SpaceSuit,Microphone,None,None,None,Unknown,Unknown,Moon,
,,,Needs Animation,503,Ned Stark,,,Genesis,3,3.1,Epic,Nugz,Shield,Hero,Unknown,,,,,,Ironman Helmet,,,Ironman Suit,,,,,Unknown,Unknown,,
,,,Finished,504,Arny Scharzenugger,,,Genesis,3,3.1,Epic,Nugz,Unknown,Hero,Unknown,Arny Hair,,Standard,,Nugz,None,Mech-Eye,,Black Leather Jacket,,,,,Unknown,Unknown,,
,,,New Animation?,505,RoboNug,,,Genesis,3,3.1,Epic,Nugz,Government,Hero,Unknown,None,None,Standard,None,Nugz,RoboNugz,RoboNugz,None,None,RoboNugz Armor,,,,Unknown,Unknown,,
,,"Change Background + Hoodie Colour (Synthwave), Animate Pipe + Kevin Eyes + Brains",Post Production / Animation,506,Epic Zombie 1,,,Genesis,3,3.1,Epic,Zombie,Creepz,Leader,Unknown,Brains,White,Standard,None,Zombie,Kevin,None,Pipe,Burgundy Hoodie,None,None,None,None,Unknown,Unknown,,
,,"Change Weapon for Nugsaber, Custom Background, Synthwave hoodie",Post Production / Animation,507,Epic Zombie 2,,,Genesis,3,3.1,Epic,Zombie,Creepz,Leader,Unknown,Brains,Tired,Standard,None,Zombie,None,None,Mask,White Hoodie,None,None,Bloody GreatSword,None,Unknown,Unknown,,
,,Cool Alien with Nugsaber (Blue),Build,508,Epic Alien,,,Genesis,3,3.1,Epic,Alien,Unknown,Envoy,Unknown,,,,,,,,,,,,,,Unknown,Unknown,,
,,Tweak Background / add shadows,Post Production / Animation,509,Terminator,,,Genesis,3,3.1,Epic,MechaNugz,Military,Major,Unknown,None,,Terminator,None,Terminator,Green Beret,,None+M510:T512,,,Green MechSuit,None,None,Unknown,Unknown,Nuke,
,,Edit Hand Sword / Improvements,Post Production / Animation,510,Space Marine General,,,Genesis,3,3.1,Rare,Nugz,Ruffian,Lonewolf,Unknown,Short Blond Hair,Dead Eye,Standard,None,Nugz,None,None,Teal Ball-Gag,Black Hoodie,None,None,Bloody GreatSword,None,Unknown,Unknown,,
,,"Add Weapon, change Hoodie (Synthwave)",Post Production / Animation,511,Rare zombie,,,Genesis,3,3.1,Rare,Zombie,Creepz,Soldier,Unknown,Brains,White,Monster Open,None,Zombie,Horns,None,None,Burgundy Hoodie,None,None,None,None,Unknown,Unknown,,
,,High Eyes,Post Production / Animation,512,Rare Zombie,,,Genesis,3,3.1,Rare,Zombie,Creepz,Soldier,Unknown,Brains,White,Standard,None,Zombie,Mac Hat,None,None,Burgundy Hoodie,None,None,None,Knife,Unknown,Unknown,,
,,,Post Production / Animation,513,Rare Zombie,,,Genesis,3,3.1,Rare,Zombie,Creepz,Soldier,Unknown,Brains,White,Monster,None,Zombie,None,None,None,Tuxedo,None,None,Katana,None,Unknown,Unknown,Thunder,
,,Hoodie Change / Custom Background,Post Production / Animation,514,Rare Alien,,,Genesis,3,3.1,Rare,Alien,Unknown,Envoy,Unknown,,,,,,,,,,,,,,Unknown,Unknown,,
,,"Shoulders, Beanie?",Post Production / Animation,515,Rare Cave Dweller,,,Genesis,3,3.1,Rare,Cave Dweller,Unknown,Unknown,Unknown,,,,,,,,,,,,,,Unknown,Unknown,,
,,(Custom Edits from request) ,Post Production / Animation,516,Rare MechaNug,,,Genesis,3,3.1,Rare,MechaNugz,Military,Special Ops,Unknown,Clown,Terminator,Terminator,None,Terminator,None,None,None,Black Leather Jacket,None,None,Hammer,,Unknown,Unknown,,
,,Custom Background + Joint,Post Production / Animation,517,Rare Spirit,,,Genesis,3,3.1,Rare,Spirit,Unknown,Unknown,Unknown,None,Spirit,None,None,None,None,None,None,None,Flames,None,None,None,Unknown,Unknown,,
,,,Post Production / Animation,518,Uncommon Nugget,,,Genesis,3,3.1,Uncommon,Nugz,Military,,Unknown,None,,Drooling,None,Nugz,None,None,Gimp Mask,Blue Shirt,None,None,Katana,,Unknown,Unknown,,\a
,,,Post Production / Animation,519,Uncommon Nugget,,,Genesis,3,3.1,Uncommon,Nugz,Ruffian,,Unknown,Short Black Hair,Deranged,Awkward,None,Nugz,Wally,Large Round,None,Red Stripe Sweater,None,None,Butcher Knife,,Unknown,None,,
,,,Post Production / Animation,520,Uncommon Nugget,,,Genesis,3,3.1,Uncommon,Nugz,,,Unknown,Short Grey Hair,,Open,None,Nugz,Dundee Hat,None,None,Beige Shirt,None,None,Badass Knife,,Unknown,None,,
,,,Post Production / Animation,521,Uncommon Zombie 1,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,522,Uncommon Zombie 2,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,Brains,High,High,None,Zombie,None,NightVision,Joint,Black Hoodie,None,None,None,None,Unknown,None,,
,,"Different Skin Tone, Mech Eye Colour",Post Production / Animation,523,Uncommon Zombie 3,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,Brains,,Standard,None,Zombie,None,Mech-Eye Yellow,Pipe,Black Hoodie,None,None,None,None,Unknown,None,,
,,,Post Production / Animation,524,Uncommon Zombie 4,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,525,Uncommon Zombie 5,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,526,Uncommon Zombie 6,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,527,Uncommon Zombie 7,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,528,Uncommon Zombie 8,,,Genesis,3,3.1,Uncommon,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,529,Uncommon MechaNug 1,,,Genesis,3,3.1,Uncommon,MechaNugz,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,530,Uncommon MechaNug 2,,,Genesis,3,3.1,Uncommon,MechaNugz,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,531,Common Nugget 1,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,532,Common Nugget 2,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,533,Common Nugget 3,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,534,Common Nugget 4,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,535,Common Nugget 5,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,536,Common Nugget 6,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,537,Common Nugget 7,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,538,Common Nugget 8,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,539,Common Nugget 9,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,540,Common Nugget 10,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,541,Common Nugget 11,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,542,Common Nugget 12,,,Genesis,3,3.1,Common,Nugz,,,Unknown,,,,,,,,,,,,,,,,,
,,,Post Production / Animation,543,Common Zombie 1,,,Genesis,3,3.1,Common,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,544,Common Zombie 2,,,Genesis,3,3.1,Common,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,545,Common Zombie 3,,,Genesis,3,3.1,Common,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,546,Common Zombie 4,,,Genesis,3,3.1,Common,Zombie,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
,,,Post Production / Animation,547,Common MechaNug 1,,,Genesis,3,3.1,Common,MechaNugz,,,Unknown,,,,,,,,,,,,,,Unknown,None,,
